,Season,DayNum,WTeamID,WScore,LTeamID,LScore,WLoc,NumOT,WFGM,WFGA,WFGM3,WFGA3,WFTM,WFTA,WOR,WDR,WAst,WTO,WStl,WBlk,WPF,LFGM,LFGA,LFGM3,LFGA3,LFTM,LFTA,LOR,LDR,LAst,LTO,LStl,LBlk,LPF
68435,2016,71,1116,94,1281,61,A,0,37,59,8,15,12,15,4,24,20,6,5,6,20,19,49,3,15,20,23,8,19,8,14,3,2,19
68436,2016,71,1123,74,1444,64,A,0,28,54,10,22,8,13,8,27,22,13,6,1,21,19,52,5,18,21,29,9,20,7,10,7,1,16
68437,2016,71,1132,91,1325,75,A,0,31,66,7,11,22,30,18,24,11,10,6,4,19,27,55,9,19,12,21,12,20,8,14,3,5,30
68438,2016,71,1141,92,1103,81,H,0,31,66,5,20,25,28,10,29,11,3,5,2,14,32,69,12,30,5,11,12,27,14,9,3,3,22
68439,2016,71,1171,80,1145,69,H,0,23,43,6,13,28,35,8,19,14,16,9,1,15,28,63,8,30,5,8,18,15,11,18,6,4,24
68440,2016,71,1173,80,1172,74,H,0,29,56,11,24,11,16,8,28,14,11,3,2,18,24,61,13,36,13,17,12,23,17,9,1,2,17
68441,2016,71,1185,81,1138,69,H,0,22,54,2,15,35,47,10,22,10,8,16,7,26,21,55,6,25,21,35,20,29,8,23,4,4,33
68442,2016,71,1191,84,1179,65,H,0,32,60,3,10,17,22,11,24,16,10,7,3,15,23,53,6,15,13,15,5,21,10,15,6,3,20
68443,2016,71,1203,81,1269,70,A,0,22,53,8,19,29,34,12,20,18,14,5,4,12,25,51,5,19,15,20,7,21,14,15,9,5,24
68444,2016,71,1243,83,1403,70,H,0,31,55,10,19,11,16,10,22,18,14,8,2,19,22,61,7,22,19,22,17,19,12,12,7,0,20
68445,2016,71,1245,76,1275,68,H,0,23,47,8,25,22,31,10,28,11,17,4,3,19,24,61,6,21,14,16,11,20,10,11,4,1,24
68446,2016,71,1246,80,1280,74,H,0,28,55,9,23,15,20,11,22,16,17,7,4,21,27,51,6,13,14,16,3,17,8,19,5,0,20
68447,2016,71,1276,70,1268,67,H,0,25,53,12,29,8,13,7,20,12,8,7,4,12,26,58,6,24,9,11,11,25,8,12,3,2,16
68448,2016,71,1296,71,1405,66,A,0,27,60,8,23,9,11,9,27,15,13,9,2,23,20,49,5,18,21,27,7,25,13,16,6,1,17
68449,2016,71,1304,84,1278,59,H,0,30,58,5,18,19,24,16,25,17,15,9,4,19,21,52,3,18,14,18,7,15,7,16,7,3,19
68450,2016,71,1321,70,1458,65,H,0,22,46,4,12,22,34,11,23,10,11,5,2,17,24,51,7,21,10,13,7,18,19,12,8,1,21
68451,2016,71,1344,50,1166,48,A,0,16,54,4,24,14,19,10,33,8,15,6,6,15,17,66,5,23,9,13,17,29,10,11,8,1,18
68452,2016,71,1356,81,1229,78,H,0,26,59,12,26,17,22,13,24,14,11,7,0,15,27,58,13,28,11,15,8,23,16,11,8,6,17
68453,2016,71,1372,85,1146,64,H,0,29,58,5,13,22,33,12,21,15,14,12,6,12,27,59,7,16,3,7,13,24,10,24,8,5,26
68454,2016,71,1400,94,1235,91,H,1,36,74,13,31,9,15,10,23,14,5,4,5,14,38,70,6,17,9,13,9,30,12,8,3,1,12
68455,2016,71,1401,71,1196,68,H,0,22,61,7,23,20,30,15,24,14,7,7,6,13,27,61,10,26,4,12,14,27,18,16,1,6,25
68456,2016,71,1408,81,1378,70,A,0,27,65,9,23,18,27,19,20,15,6,8,5,17,26,52,5,9,13,21,10,22,11,12,4,3,18
68457,2016,71,1424,86,1307,74,H,0,26,65,7,30,27,33,11,28,14,7,6,6,21,24,60,6,13,20,28,12,31,10,14,3,3,24
68458,2016,71,1435,75,1120,57,H,0,26,47,7,13,16,25,9,36,16,17,2,10,21,22,67,4,22,9,20,16,19,8,10,4,7,23
68459,2016,71,1438,66,1274,58,H,0,24,47,2,7,16,21,10,25,12,11,1,3,19,21,50,6,22,10,17,10,17,8,9,5,1,17
68460,2016,71,1452,74,1242,63,H,0,19,57,3,12,33,47,15,26,6,11,12,3,20,20,48,10,20,13,21,7,32,9,22,7,3,32
68461,2016,71,1462,84,1177,64,H,0,26,59,12,26,20,25,11,28,21,10,9,3,19,23,58,11,27,7,13,9,26,14,14,3,3,23
68462,2016,72,1104,73,1376,50,H,0,24,51,13,28,12,21,13,25,16,17,8,3,20,19,53,3,18,9,17,15,18,9,18,4,3,19
68463,2016,72,1124,82,1395,54,H,0,31,49,5,12,15,19,8,28,27,10,8,4,13,21,52,7,17,5,8,6,13,17,10,6,2,19
68464,2016,72,1129,74,1305,67,A,0,22,54,4,16,26,36,13,29,13,13,6,2,16,26,65,5,20,10,15,14,24,16,15,6,5,25
68465,2016,72,1131,61,1110,50,A,0,22,48,5,16,12,23,10,25,15,10,6,3,14,17,49,9,29,7,13,10,25,9,14,6,0,20
68466,2016,72,1133,54,1260,53,A,0,20,50,5,13,9,9,10,27,12,16,5,3,19,17,43,5,16,14,21,4,20,8,11,4,3,13
68467,2016,72,1153,70,1222,59,H,0,27,65,8,23,8,12,18,20,17,7,10,4,16,20,55,10,22,9,18,19,21,9,17,2,2,14
68468,2016,72,1155,68,1181,63,H,0,25,55,6,16,12,13,10,26,15,12,8,7,16,25,51,11,25,2,7,4,20,16,13,4,1,18
68469,2016,72,1159,80,1119,66,H,0,31,58,10,25,8,11,12,17,19,15,13,4,18,22,56,9,26,13,18,15,21,13,20,8,3,14
68470,2016,72,1160,71,1333,54,H,0,22,52,6,16,21,27,13,35,12,18,4,10,19,18,61,3,14,15,25,14,19,3,12,11,3,26
68471,2016,72,1182,81,1387,71,H,0,27,55,8,21,19,24,7,36,16,20,1,9,22,22,67,12,25,15,19,10,23,17,14,8,2,24
68472,2016,72,1199,85,1301,78,A,0,31,62,9,17,14,22,14,26,10,13,6,8,22,24,64,7,26,23,32,20,21,13,12,6,2,19
68473,2016,72,1207,93,1385,73,A,0,28,54,10,24,27,33,11,21,14,11,4,5,28,21,54,7,18,24,32,13,19,14,14,3,4,24
68474,2016,72,1208,81,1397,72,H,0,28,56,12,19,13,23,11,32,13,20,4,5,23,22,58,6,23,22,26,6,22,12,13,10,0,25
68475,2016,72,1216,76,1127,72,A,0,25,54,4,17,22,29,7,20,12,8,14,0,23,23,48,5,15,21,34,14,27,13,18,6,4,21
68476,2016,72,1223,78,1311,69,H,0,30,60,4,13,14,24,15,27,15,16,9,5,18,22,57,5,17,20,24,10,23,8,19,5,6,25
68477,2016,72,1232,74,1320,60,H,0,25,63,12,28,12,13,15,25,11,11,5,0,22,20,49,4,18,16,18,5,24,7,13,2,1,17
68478,2016,72,1240,74,1369,60,A,0,28,55,9,25,9,15,8,27,14,9,5,1,17,21,49,4,15,14,21,5,22,9,10,3,0,17
68479,2016,72,1248,65,1221,52,H,0,22,47,10,25,11,14,0,33,17,15,8,2,13,18,57,5,27,11,12,7,26,11,14,8,3,12
68480,2016,72,1261,90,1279,81,H,0,30,54,8,18,22,31,7,28,22,11,5,3,17,28,62,11,28,14,21,10,21,14,11,5,1,23
68481,2016,72,1263,95,1262,81,A,0,33,73,13,33,16,22,21,20,17,16,17,3,18,27,54,10,23,17,18,6,21,17,21,7,1,18
68482,2016,72,1272,67,1396,65,H,0,20,56,4,16,23,30,14,29,12,14,9,8,14,27,72,6,21,5,9,14,28,12,13,10,8,22
68483,2016,72,1295,66,1377,65,H,0,21,51,10,22,14,18,12,27,9,17,4,4,14,27,60,5,12,6,9,7,21,19,11,8,1,18
68484,2016,72,1298,60,1259,52,H,0,17,41,3,14,23,35,10,25,8,18,6,9,20,16,52,6,24,14,20,15,21,8,20,8,1,30
68485,2016,72,1323,72,1210,64,H,0,21,54,2,15,28,32,10,33,11,6,3,3,16,24,72,5,19,11,17,18,25,11,5,2,3,21
68486,2016,72,1326,94,1353,68,H,0,36,73,7,21,15,24,14,31,17,7,10,4,19,22,57,6,20,18,28,9,27,9,15,4,3,18
68487,2016,72,1328,74,1329,72,A,0,25,54,12,28,12,16,12,25,12,19,8,4,18,31,64,4,12,6,12,11,19,11,12,10,1,15
68488,2016,72,1345,74,1336,57,H,0,27,59,8,21,12,19,14,28,15,13,9,4,15,24,54,5,19,4,8,5,20,8,12,5,0,21
68489,2016,72,1350,83,1247,61,H,0,30,53,11,24,12,22,6,28,23,9,8,5,10,20,54,13,33,8,10,7,21,11,14,7,1,18
68490,2016,72,1361,69,1161,62,A,0,25,57,6,20,13,15,5,25,11,9,6,2,19,21,52,6,25,14,17,8,28,13,14,2,2,17
68491,2016,72,1363,62,1461,55,H,0,23,50,7,23,9,12,9,30,13,22,6,4,25,17,48,6,22,15,22,3,19,8,12,8,3,18
68492,2016,72,1374,79,1187,55,A,0,31,59,11,22,6,10,15,27,23,14,8,5,11,22,54,7,23,4,6,5,17,15,12,8,3,13
68493,2016,72,1382,69,1348,64,H,0,18,43,7,18,26,31,7,24,7,10,3,8,16,24,59,6,19,10,15,14,21,14,10,3,3,24
68494,2016,72,1386,87,1206,73,A,0,26,62,11,31,24,30,9,27,17,8,3,2,16,27,58,5,23,14,21,8,29,7,13,2,0,24
68495,2016,72,1392,86,1420,74,H,0,31,56,6,16,18,21,8,28,18,7,3,6,16,30,70,8,22,6,11,14,20,11,4,3,0,17
68496,2016,72,1393,62,1130,40,H,0,22,46,4,17,14,19,11,24,14,14,8,3,15,15,47,6,26,4,9,11,16,11,16,3,1,20
68497,2016,72,1404,96,1399,90,H,0,32,57,16,25,16,21,11,17,18,7,3,1,17,35,56,10,24,10,15,7,17,14,9,4,2,17
68498,2016,72,1414,58,1253,54,A,0,19,58,5,19,15,24,13,29,13,12,10,4,23,14,57,6,26,20,26,16,33,9,19,6,3,22
68499,2016,72,1425,89,1417,75,A,0,31,68,9,20,18,23,14,28,14,8,4,3,17,31,70,4,19,9,15,13,26,19,9,2,1,23
68500,2016,72,1429,79,1102,60,H,0,26,56,7,26,20,24,7,34,15,9,3,5,15,21,57,8,20,10,17,7,25,14,10,6,1,19
68501,2016,72,1433,88,1200,54,H,0,33,54,10,20,12,18,10,19,23,10,13,5,16,20,51,5,12,9,15,14,15,11,18,2,2,17
68502,2016,72,1437,83,1266,68,H,0,25,56,8,21,25,30,9,23,15,10,5,4,17,24,53,7,22,13,17,6,25,17,14,6,2,25
68503,2016,72,1439,93,1448,91,H,0,28,56,8,18,29,35,7,15,14,6,8,1,18,33,56,13,24,12,18,8,23,17,16,4,4,25
68504,2016,72,1455,78,1283,62,A,0,32,67,9,28,5,13,17,32,20,11,9,3,28,15,46,6,18,26,41,8,21,8,10,7,4,15
68505,2016,73,1112,99,1449,67,H,0,35,58,9,15,20,28,9,34,24,14,7,3,14,27,66,6,19,7,11,9,17,21,15,5,4,23
68506,2016,73,1113,84,1450,73,H,0,23,60,10,28,28,33,10,28,15,10,7,6,21,25,56,6,15,17,23,6,29,16,16,7,2,25
68507,2016,73,1114,81,1111,55,H,0,30,69,8,17,13,18,17,24,12,6,7,4,22,14,48,8,27,19,25,15,25,8,19,0,2,20
68508,2016,73,1125,81,1293,73,H,0,27,49,8,19,19,26,5,22,14,11,6,2,19,27,52,8,22,11,18,8,21,12,16,5,2,23
68509,2016,73,1136,61,1383,59,H,0,25,58,6,13,5,8,10,26,15,10,5,2,13,21,57,8,29,9,11,12,26,10,10,4,1,16
68510,2016,73,1140,69,1211,68,A,0,27,65,3,17,12,14,7,34,11,11,5,7,22,21,57,6,20,20,24,6,33,11,12,7,2,16
68511,2016,73,1149,64,1251,63,H,0,25,49,5,14,9,12,3,30,11,12,3,1,12,23,58,13,32,4,5,5,24,14,9,7,2,15
68512,2016,73,1151,77,1441,58,H,0,24,49,7,18,22,31,8,31,17,12,8,3,18,21,55,5,17,11,16,6,23,7,14,9,3,24
68513,2016,73,1157,87,1342,58,H,0,33,63,11,26,10,12,13,30,20,16,9,8,15,20,57,7,23,11,16,8,18,11,13,7,3,12
68514,2016,73,1170,82,1226,71,H,0,26,50,8,20,22,26,6,36,16,17,3,6,17,26,72,10,32,9,14,13,22,9,9,10,2,21
68515,2016,73,1176,76,1442,69,A,0,27,50,9,15,13,17,4,24,17,11,5,1,17,24,57,8,17,13,16,12,21,9,12,9,2,17
68516,2016,73,1183,97,1184,85,H,0,34,58,11,22,18,26,7,24,23,9,6,3,14,32,58,11,28,10,15,6,21,20,13,3,1,21
68517,2016,73,1186,106,1381,80,H,0,38,62,11,18,19,28,6,28,15,9,6,2,28,28,59,3,15,21,31,9,25,14,12,3,2,25
68518,2016,73,1190,81,1359,77,A,0,29,56,9,23,14,22,9,26,12,20,7,6,18,31,58,4,12,11,20,8,25,19,14,11,2,20
68519,2016,73,1192,71,1384,59,A,0,27,55,6,23,11,16,7,24,14,11,6,2,23,21,53,5,14,12,20,15,24,10,16,4,2,17
68520,2016,73,1194,58,1379,51,H,0,20,47,4,17,14,22,6,28,8,10,4,2,19,17,45,2,15,15,23,5,24,2,11,5,0,21
68521,2016,73,1195,82,1312,78,H,1,32,73,4,19,14,23,17,33,15,10,2,5,18,26,64,11,35,15,23,10,30,11,12,4,3,22
68522,2016,73,1198,88,1256,74,H,0,33,58,10,20,12,16,6,27,17,9,4,6,16,29,70,6,24,10,17,18,21,10,8,2,2,14
68523,2016,73,1209,65,1419,51,H,0,25,56,8,19,7,12,9,18,12,5,5,2,16,19,46,2,13,11,18,11,24,6,13,3,4,17
68524,2016,73,1218,80,1415,71,A,0,26,56,6,15,22,32,12,25,14,11,5,7,23,22,52,6,17,21,31,11,21,7,15,3,10,25
68525,2016,73,1220,69,1180,61,H,0,24,58,3,18,18,28,12,33,12,17,7,4,13,25,70,5,20,6,6,12,28,13,15,6,4,22
68526,2016,73,1225,83,1319,76,H,0,29,55,8,17,17,22,6,29,18,19,11,4,24,24,53,7,19,21,30,6,22,11,19,11,0,17
68527,2016,73,1234,76,1277,59,A,0,28,65,10,22,10,16,13,26,15,9,7,4,16,23,55,4,21,9,13,8,27,14,16,3,4,19
68528,2016,73,1239,83,1244,70,H,0,30,72,11,23,12,17,20,32,19,11,5,5,20,25,61,10,24,10,19,9,26,16,11,7,3,18
68529,2016,73,1241,75,1318,63,A,0,26,46,10,19,13,17,5,26,12,13,1,0,20,19,53,5,27,20,26,10,18,7,8,3,0,17
68530,2016,73,1254,71,1447,70,A,0,22,55,4,16,23,30,10,21,11,9,6,2,24,25,56,7,19,13,24,15,28,14,14,7,4,28
68531,2016,73,1255,74,1144,57,A,0,32,58,4,10,6,11,9,35,14,16,5,3,15,20,61,7,27,10,13,7,20,10,10,10,2,12
68532,2016,73,1257,59,1338,41,H,0,21,51,1,11,16,19,11,25,11,14,10,6,17,14,49,1,11,12,20,14,22,4,19,3,1,19
68533,2016,73,1258,87,1362,83,A,0,29,63,12,27,17,19,9,31,21,14,4,4,20,28,67,11,29,16,28,14,25,12,11,8,1,19
68534,2016,73,1267,97,1317,78,A,0,35,76,14,34,13,22,12,36,18,10,7,7,18,30,76,4,14,14,27,17,34,5,10,8,4,17
68535,2016,73,1273,69,1202,65,H,0,24,52,8,17,13,20,10,21,15,11,6,2,16,24,53,11,27,6,12,11,20,13,15,3,4,17
68536,2016,73,1285,73,1294,66,A,0,23,50,4,21,23,33,16,27,11,15,5,4,27,19,49,2,15,26,36,12,22,7,12,3,1,27
68537,2016,73,1287,70,1188,67,A,1,25,63,6,11,14,21,17,22,13,9,3,1,21,22,55,9,24,14,20,14,25,10,15,4,9,22
68538,2016,73,1291,76,1352,52,A,0,28,62,7,17,13,17,13,32,15,16,9,6,23,17,43,2,9,16,28,3,24,5,16,9,6,16
68539,2016,73,1292,73,1150,72,A,0,28,59,9,16,8,17,14,28,13,11,4,4,24,21,50,11,21,19,27,6,22,15,8,5,1,17
68540,2016,73,1297,84,1464,64,H,0,36,75,8,24,4,6,12,35,22,7,5,5,16,24,62,5,14,11,15,5,27,13,9,1,4,11
68541,2016,73,1308,65,1282,64,H,0,25,58,5,19,10,18,11,32,16,11,1,8,14,23,66,8,13,10,13,12,27,9,6,6,1,18
68542,2016,73,1315,85,1286,68,H,0,33,57,10,24,9,11,6,23,19,15,9,4,18,23,58,7,23,15,16,13,20,12,19,5,4,16
68543,2016,73,1316,95,1252,83,H,0,29,59,13,33,24,29,6,27,17,9,4,9,15,30,65,12,26,11,15,9,28,18,10,6,3,23
68544,2016,73,1331,80,1237,71,A,0,24,51,10,15,22,26,12,27,11,17,6,3,19,25,56,6,20,15,20,7,18,10,11,11,3,19
68545,2016,73,1332,77,1428,59,A,0,28,51,5,12,16,22,11,26,8,15,9,9,23,19,56,7,22,14,25,17,14,13,15,8,2,19
68546,2016,73,1347,91,1421,86,H,1,36,69,5,17,14,16,9,33,19,17,10,4,23,30,68,9,21,17,25,10,26,18,11,11,3,15
68547,2016,73,1349,83,1443,73,H,0,25,50,9,23,24,32,7,21,14,12,5,2,14,28,68,7,22,10,14,21,22,14,17,4,1,26
68548,2016,73,1351,102,1265,100,H,2,32,66,7,19,31,47,10,37,12,14,7,4,29,28,68,13,36,31,46,14,31,16,15,5,1,32
68549,2016,73,1355,92,1236,76,H,0,34,66,9,22,15,19,13,29,9,6,4,4,22,23,66,12,29,18,25,17,21,12,6,3,2,16
68550,2016,73,1357,80,1148,78,A,1,31,65,2,8,16,19,14,28,10,18,4,5,21,28,69,9,19,13,20,18,22,18,13,6,7,15
68551,2016,73,1360,82,1339,71,A,0,32,53,5,14,13,19,9,29,13,18,4,5,25,24,64,4,20,19,25,12,13,6,9,9,2,19
68552,2016,73,1364,76,1142,73,A,0,29,64,11,19,7,10,8,32,16,12,5,8,21,28,66,4,16,13,21,11,29,16,9,5,4,16
68553,2016,73,1365,62,1337,60,H,0,25,59,6,20,6,8,7,26,12,3,3,3,15,21,52,6,20,12,17,7,29,15,6,2,2,11
68554,2016,73,1388,78,1334,62,H,0,25,42,7,15,21,31,5,25,16,9,3,2,20,21,50,5,16,15,20,7,20,14,9,3,0,24
68555,2016,73,1390,77,1143,71,H,0,21,47,5,11,30,38,9,29,9,15,7,5,19,25,60,12,30,9,17,11,21,15,15,8,2,27
68556,2016,73,1391,89,1367,86,H,1,32,65,11,29,14,20,6,25,26,10,8,1,16,33,66,9,21,11,18,10,28,21,11,6,5,21
68557,2016,73,1398,66,1122,52,H,0,27,52,4,16,8,17,9,30,8,16,4,1,16,19,54,4,18,10,17,9,22,5,15,8,1,17
68558,2016,73,1402,78,1375,67,A,0,28,57,9,21,13,22,16,21,15,15,5,4,21,24,50,4,14,15,25,10,18,12,13,10,3,23
68559,2016,73,1406,79,1174,77,A,0,23,63,10,29,23,34,19,29,17,8,6,8,21,28,61,5,12,16,27,12,28,11,9,3,5,23
68560,2016,73,1409,60,1163,51,H,0,18,51,6,25,18,26,6,35,10,8,6,2,10,17,55,8,29,9,13,7,31,11,11,3,1,17
68561,2016,73,1410,82,1152,72,H,0,31,60,10,25,10,14,9,31,22,11,2,6,20,30,79,8,25,4,14,24,23,15,8,6,4,17
68562,2016,73,1412,72,1330,71,A,1,25,53,9,18,13,23,11,24,19,16,7,7,23,28,70,4,11,11,19,22,25,14,12,7,5,19
68563,2016,73,1413,63,1169,62,H,0,25,53,7,11,6,15,12,24,14,14,4,3,16,26,54,1,8,9,13,6,20,16,8,6,6,17
68564,2016,73,1418,74,1204,65,A,0,29,62,6,21,10,17,12,34,12,13,5,4,21,23,64,1,14,18,23,11,26,3,6,7,1,18
68565,2016,73,1423,91,1189,82,A,0,34,61,11,24,12,20,9,21,16,12,10,7,23,27,58,8,21,20,29,15,22,10,17,9,3,19
68566,2016,73,1426,90,1407,63,A,0,35,72,14,35,6,8,17,29,20,10,7,3,15,19,66,10,32,15,21,19,21,12,12,5,4,14
68567,2016,73,1434,68,1454,56,H,0,28,56,5,16,7,17,18,29,9,14,6,4,16,21,51,9,26,5,9,4,18,11,12,2,0,18
68568,2016,73,1451,73,1340,58,A,0,30,64,7,17,6,12,14,32,15,12,3,1,15,25,60,4,14,4,8,5,25,17,9,7,3,14
68569,2016,73,1453,78,1227,76,A,0,29,70,4,16,16,20,19,27,18,14,7,9,18,29,63,5,11,13,23,14,26,20,15,7,9,19
68570,2016,73,1456,63,1158,61,A,0,20,42,5,13,18,28,4,29,9,12,4,1,20,19,60,8,25,15,21,15,22,11,8,7,1,26
68571,2016,73,1457,86,1219,66,H,0,31,55,10,23,14,19,10,29,14,16,4,9,18,26,76,5,14,9,15,22,17,8,8,9,2,17
68572,2016,73,1459,86,1154,83,A,0,27,53,8,18,24,33,15,27,17,19,3,3,26,24,56,8,26,27,34,9,14,12,12,5,2,30
68573,2016,73,1460,70,1156,53,H,0,25,53,10,25,10,12,4,21,16,7,4,0,15,22,47,3,14,6,10,3,23,9,15,4,1,13
68574,2016,74,1145,65,1264,62,A,0,22,51,3,14,18,23,9,25,13,15,9,3,17,20,50,8,21,14,21,9,21,15,14,9,1,19
68575,2016,74,1173,77,1203,70,H,0,26,61,9,22,16,17,6,23,15,6,8,4,13,27,57,11,22,5,15,11,29,23,15,3,4,15
68576,2016,74,1191,66,1229,55,A,0,22,44,5,12,17,27,3,32,15,16,11,3,10,23,75,6,31,3,4,20,24,12,14,6,3,20
68577,2016,74,1193,73,1310,68,H,0,24,63,8,23,17,23,13,27,12,9,7,5,13,25,62,9,22,9,15,12,30,9,13,6,4,19
68578,2016,74,1263,81,1107,79,H,0,33,58,8,21,7,14,11,19,17,14,7,3,24,26,56,6,16,21,29,17,19,13,15,7,0,18
68579,2016,74,1284,110,1233,102,A,0,36,62,13,22,25,32,6,27,20,19,12,2,23,35,77,11,39,21,23,14,25,13,21,12,2,26
68580,2016,74,1373,64,1346,52,A,0,22,65,4,16,16,25,21,31,11,16,8,13,20,17,65,6,17,12,20,18,26,9,15,3,6,25
68581,2016,75,1105,80,1106,75,A,1,28,68,8,30,16,19,17,29,13,14,8,1,20,27,64,5,18,16,24,15,25,11,15,4,7,19
68582,2016,75,1108,93,1290,87,A,3,30,68,3,21,30,43,16,33,4,21,8,2,22,29,67,5,20,24,30,9,29,13,17,12,1,29
68583,2016,75,1111,86,1117,72,A,0,29,69,12,30,16,24,19,33,13,16,3,5,26,25,68,2,11,20,29,14,25,10,10,6,4,19
68584,2016,75,1112,90,1450,66,H,0,32,59,9,16,17,24,10,25,18,12,7,5,18,23,51,3,11,17,21,4,19,10,13,5,4,21
68585,2016,75,1120,75,1246,70,H,0,21,55,12,26,21,31,7,31,9,13,2,7,13,25,72,6,18,14,18,18,30,15,11,7,7,25
68586,2016,75,1123,48,1275,46,H,0,16,44,7,18,9,10,7,22,10,17,5,4,15,15,39,4,9,12,17,6,21,6,17,7,0,14
68587,2016,75,1124,63,1403,60,A,0,25,50,5,11,8,15,8,19,10,14,7,1,19,21,49,5,18,13,15,8,20,13,15,6,2,18
68588,2016,75,1125,76,1122,58,H,0,27,56,13,32,9,12,11,31,20,24,9,2,20,21,61,4,22,12,21,14,20,9,20,15,3,20
68589,2016,75,1132,84,1185,79,A,0,28,59,12,23,16,26,15,23,16,16,7,0,23,26,59,5,22,22,25,12,22,4,13,7,4,23
68590,2016,75,1138,74,1141,61,H,0,25,50,10,23,14,23,8,36,19,18,3,6,15,24,66,7,27,6,8,8,22,13,9,8,2,20
68591,2016,75,1139,78,1385,58,H,0,26,54,7,16,19,24,11,31,13,19,9,1,25,19,56,4,21,16,27,11,20,7,17,9,6,21
68592,2016,75,1142,96,1253,92,H,2,35,79,8,24,18,26,16,32,20,11,4,4,25,32,68,9,25,19,31,9,33,16,12,7,5,24
68593,2016,75,1149,82,1144,75,A,0,29,51,10,17,14,20,5,28,17,13,6,2,20,26,58,11,30,12,15,7,22,16,9,6,1,17
68594,2016,75,1151,94,1190,84,H,0,27,50,11,20,29,36,5,27,19,8,9,8,20,28,64,12,29,16,23,13,21,8,11,3,4,25
68595,2016,75,1154,89,1202,86,H,0,31,63,8,20,19,32,14,32,12,14,6,4,29,29,64,6,23,22,34,11,28,10,13,8,4,27
68596,2016,75,1155,76,1274,65,H,0,27,56,7,16,15,15,10,20,15,8,8,3,12,24,55,7,14,10,14,13,19,9,13,4,3,12
68597,2016,75,1156,70,1297,65,A,0,24,51,9,16,13,22,9,28,16,12,6,3,18,23,55,10,26,9,20,12,24,18,12,7,3,21
68598,2016,75,1157,71,1219,68,A,0,27,55,9,16,8,14,11,27,14,14,6,2,19,24,60,4,22,16,20,13,19,13,8,6,5,16
68599,2016,75,1159,84,1137,73,A,0,27,62,13,28,17,25,14,29,19,12,8,4,23,26,61,5,17,16,21,9,26,14,13,4,4,21
68600,2016,75,1162,74,1165,70,H,0,22,59,7,23,23,29,12,29,15,15,10,3,15,27,58,10,27,6,11,4,29,12,18,6,1,23
68601,2016,75,1164,62,1126,54,A,0,22,65,7,19,11,14,19,26,12,12,6,1,14,22,59,7,30,3,8,14,27,13,15,6,8,16
68602,2016,75,1167,79,1370,52,A,0,26,51,8,22,19,27,11,27,18,13,12,7,16,18,54,6,19,10,13,11,20,10,18,6,0,19
68603,2016,75,1172,86,1269,74,H,0,26,59,10,25,24,26,9,36,15,14,2,2,15,26,70,12,37,10,15,11,24,16,9,10,3,24
68604,2016,75,1182,95,1382,88,H,0,32,61,7,22,24,31,14,35,23,16,2,4,21,30,72,12,28,16,24,13,21,20,9,7,3,24
68605,2016,75,1183,84,1287,82,H,1,28,59,9,20,19,23,10,27,14,15,7,1,22,29,64,9,19,15,21,13,23,15,15,8,2,22
68606,2016,75,1186,96,1319,73,H,0,36,65,10,26,14,16,15,28,18,11,5,5,15,27,61,9,18,10,12,6,15,17,9,5,3,16
68607,2016,75,1188,67,1184,65,H,0,24,60,6,18,13,18,19,21,14,19,7,6,26,20,45,3,11,22,28,7,19,10,18,7,3,17
68608,2016,75,1189,65,1158,64,A,0,23,56,12,29,7,10,6,29,13,9,3,2,14,23,55,9,20,9,13,6,29,14,9,7,7,16
68609,2016,75,1194,63,1256,61,H,0,20,54,6,22,17,21,5,29,9,9,5,3,20,23,57,3,11,12,20,11,32,6,13,3,5,17
68610,2016,75,1195,85,1367,56,H,0,30,56,13,21,12,19,6,24,22,4,6,0,15,22,47,5,16,7,18,7,25,13,17,3,2,22
68611,2016,75,1196,80,1279,71,A,0,24,49,11,20,21,31,10,29,18,16,5,4,18,25,56,5,20,16,26,8,21,11,10,11,7,21
68612,2016,75,1197,72,1288,65,H,0,26,58,3,14,17,23,11,23,12,13,10,2,16,26,57,3,14,10,20,15,24,4,18,9,0,18
68613,2016,75,1201,81,1363,74,H,0,20,42,6,10,35,46,12,28,9,17,7,2,21,28,66,10,29,8,15,15,19,12,13,3,2,29
68614,2016,75,1204,66,1419,51,H,0,21,50,8,22,16,20,5,33,8,14,4,1,18,18,59,7,28,8,14,13,26,8,13,3,3,21
68615,2016,75,1211,88,1360,52,H,0,34,60,11,18,9,10,6,40,16,7,4,3,12,21,67,5,26,5,7,8,21,8,5,5,1,13
68616,2016,75,1212,66,1341,63,H,0,24,46,5,14,13,22,11,19,13,16,9,2,17,20,46,8,16,15,19,7,16,11,17,7,5,21
68617,2016,75,1213,99,1430,88,H,0,31,57,7,18,30,40,4,30,15,14,4,3,23,26,62,9,25,27,33,9,25,13,14,6,3,28
68618,2016,75,1214,79,1299,62,A,0,27,58,14,34,11,19,10,31,18,16,7,2,23,18,55,3,17,23,30,10,25,4,10,8,2,22
68619,2016,75,1217,69,1224,61,A,0,25,56,12,23,7,10,18,27,16,25,3,4,18,23,60,2,14,13,18,13,15,7,15,6,2,14
68620,2016,75,1218,86,1168,79,A,1,26,60,9,28,25,29,13,21,17,17,10,0,26,22,48,4,15,31,39,8,21,8,18,6,2,29
68621,2016,75,1223,73,1309,69,A,0,22,53,3,16,26,33,13,33,7,19,6,6,27,24,66,3,14,18,32,15,23,10,10,8,4,26
